r-al900,1544073858000,"340,2018,December,6,6,24,Thursday",88993
r-al900,1544074758000,"340,2018,December,6,6,39,Thursday",89202
r-al900,1544075658000,"340,2018,December,6,6,54,Thursday",89431
r-al900,1544076558000,"340,2018,December,6,7,9,Thursday",89758
r-al900,1544077458000,"340,2018,December,6,7,24,Thursday",89972
r-al900,1544078358000,"340,2018,December,6,7,39,Thursday",90137
r-al900,1544079258000,"340,2018,December,6,7,54,Thursday",90223
r-al900,1544080158000,"340,2018,December,6,8,9,Thursday",90294
r-al900,1544081058000,"340,2018,December,6,8,24,Thursday",90363
r-al900,1544081958000,"340,2018,December,6,8,39,Thursday",90469
r-al900,1544082858000,"340,2018,December,6,8,54,Thursday",90528
r-al900,1544083758000,"340,2018,December,6,9,9,Thursday",90607
r-al900,1544084658000,"340,2018,December,6,9,24,Thursday",90615
r-al900,1544085558000,"340,2018,December,6,9,39,Thursday",90640
r-al900,1544086458000,"340,2018,December,6,9,54,Thursday",90671
r-al900,1544087358000,"340,2018,December,6,10,9,Thursday",90714
r-al900,1544088258000,"340,2018,December,6,10,24,Thursday",90689
r-al900,1544089158000,"340,2018,December,6,10,39,Thursday",90675
r-al900,1544090058000,"340,2018,December,6,10,54,Thursday",90697
r-al900,1544090958000,"340,2018,December,6,11,9,Thursday",90811
r-al900,1544091858000,"340,2018,December,6,11,24,Thursday",90893
r-al900,1544092758000,"340,2018,December,6,11,39,Thursday",91034
r-al900,1544093658000,"340,2018,December,6,11,54,Thursday",91180
r-al900,1544094558000,"340,2018,December,6,12,9,Thursday",91408
r-al900,1544095458000,"340,2018,December,6,12,24,Thursday",91664
r-al900,1544096358000,"340,2018,December,6,12,39,Thursday",91824
r-al900,1544097258000,"340,2018,December,6,12,54,Thursday",92088
r-al900,1544098158000,"340,2018,December,6,13,9,Thursday",92233
r-al900,1544099058000,"340,2018,December,6,13,24,Thursday",92469
r-al900,1544099958000,"340,2018,December,6,13,39,Thursday",92563
r-al900,1544100858000,"340,2018,December,6,13,54,Thursday",92647
r-al900,1544101758000,"340,2018,December,6,14,9,Thursday",92651
r-al900,1544102658000,"340,2018,December,6,14,24,Thursday",92784
r-al900,1544103558000,"340,2018,December,6,14,39,Thursday",92777
r-al900,1544104458000,"340,2018,December,6,14,54,Thursday",92766
r-al900,1544105358000,"340,2018,December,6,15,9,Thursday",92783
r-al900,1544106258000,"340,2018,December,6,15,24,Thursday",92794
r-al900,1544107158000,"340,2018,December,6,15,39,Thursday",92829
r-al900,1544108058000,"340,2018,December,6,15,54,Thursday",92848
r-al900,1544108958000,"340,2018,December,6,16,9,Thursday",92841
r-al900,1544109858000,"340,2018,December,6,16,24,Thursday",92859
r-al900,1544110758000,"340,2018,December,6,16,39,Thursday",93002
r-al900,1544111658000,"340,2018,December,6,16,54,Thursday",93032
r-al900,1544112558000,"340,2018,December,6,17,9,Thursday",93205
r-al900,1544113458000,"340,2018,December,6,17,24,Thursday",93432
r-al900,1544114358000,"340,2018,December,6,17,39,Thursday",93677
r-al900,1544115258000,"340,2018,December,6,17,54,Thursday",93888
r-al900,1544116158000,"340,2018,December,6,18,9,Thursday",94054
r-al900,1544117058000,"340,2018,December,6,18,24,Thursday",94358
r-al900,1544117958000,"340,2018,December,6,18,39,Thursday",94566
r-al900,1544118858000,"340,2018,December,6,18,54,Thursday",94722
r-al900,1544119758000,"340,2018,December,6,19,9,Thursday",94859
r-al900,1544120658000,"340,2018,December,6,19,24,Thursday",94903
r-al900,1544121558000,"340,2018,December,6,19,39,Thursday",94977
r-al900,1544122458000,"340,2018,December,6,19,54,Thursday",95114
r-al900,1544123358000,"340,2018,December,6,20,9,Thursday",95164
r-al900,1544124258000,"340,2018,December,6,20,24,Thursday",95267
r-al900,1544125158000,"340,2018,December,6,20,39,Thursday",95318
r-al900,1544126058000,"340,2018,December,6,20,54,Thursday",95363
r-al900,1544126958000,"340,2018,December,6,21,9,Thursday",95305
r-al900,1544127858000,"340,2018,December,6,21,24,Thursday",95244
r-al900,1544128758000,"340,2018,December,6,21,39,Thursday",95119
r-al900,1544129658000,"340,2018,December,6,21,54,Thursday",94942
r-al900,1544130558000,"340,2018,December,6,22,9,Thursday",94703
r-al900,1544131458000,"340,2018,December,6,22,24,Thursday",94441
r-al900,1544132358000,"340,2018,December,6,22,39,Thursday",94089
r-al900,1544133258000,"340,2018,December,6,22,54,Thursday",93709
r-al900,1544134158000,"340,2018,December,6,23,9,Thursday",93220
r-al900,1544135058000,"340,2018,December,6,23,24,Thursday",92762
r-al900,1544135958000,"340,2018,December,6,23,39,Thursday",92257
r-al900,1544136858000,"340,2018,December,6,23,54,Thursday",91767
r-al900,1544137758000,"341,2018,December,7,0,9,Friday",91234
r-al900,1544138658000,"341,2018,December,7,0,24,Friday",90768
r-al900,1544139558000,"341,2018,December,7,0,39,Friday",90355
r-al900,1544140458000,"341,2018,December,7,0,54,Friday",90009
r-al900,1544141358000,"341,2018,December,7,1,9,Friday",89707
r-al900,1544142258000,"341,2018,December,7,1,24,Friday",89473
r-al900,1544143158000,"341,2018,December,7,1,39,Friday",89272
r-al900,1544144058000,"341,2018,December,7,1,54,Friday",89126
r-al900,1544144958000,"341,2018,December,7,2,9,Friday",89011
r-al900,1544145858000,"341,2018,December,7,2,24,Friday",88902
r-al900,1544146758000,"341,2018,December,7,2,39,Friday",88807
r-al900,1544147658000,"341,2018,December,7,2,54,Friday",88734
r-al900,1544148558000,"341,2018,December,7,3,9,Friday",88722
r-al900,1544149458000,"341,2018,December,7,3,24,Friday",88623
r-al900,1544150358000,"341,2018,December,7,3,39,Friday",88586
r-al900,1544151258000,"341,2018,December,7,3,54,Friday",88545
r-al900,1544152158000,"341,2018,December,7,4,9,Friday",88513
r-al900,1544153058000,"341,2018,December,7,4,24,Friday",88491
r-al900,1544153958000,"341,2018,December,7,4,39,Friday",88491
r-al900,1544154858000,"341,2018,December,7,4,54,Friday",88495
r-al900,1544155758000,"341,2018,December,7,5,9,Friday",88507
r-al900,1544156658000,"341,2018,December,7,5,24,Friday",88514
r-al900,1544157558000,"341,2018,December,7,5,39,Friday",88533
r-al900,1544158458000,"341,2018,December,7,5,54,Friday",88571
r-al900,1544159358000,"341,2018,December,7,6,9,Friday",88727
r-al900,1544160258000,"341,2018,December,7,6,24,Friday",88913
r-al900,1544161158000,"341,2018,December,7,6,39,Friday",89104
r-al900,1544162058000,"341,2018,December,7,6,54,Friday",89384
r-al900,1544162958000,"341,2018,December,7,7,9,Friday",89689
r-al900,1544163858000,"341,2018,December,7,7,24,Friday",89910
r-al900,1544164758000,"341,2018,December,7,7,39,Friday",90090
r-al900,1544165658000,"341,2018,December,7,7,54,Friday",90192
r-al900,1544166558000,"341,2018,December,7,8,9,Friday",90362
r-al900,1544167458000,"341,2018,December,7,8,24,Friday",90422
r-al900,1544168358000,"341,2018,December,7,8,39,Friday",90530
r-al900,1544169258000,"341,2018,December,7,8,54,Friday",90602
r-al900,1544170158000,"341,2018,December,7,9,9,Friday",90762
r-al900,1544171058000,"341,2018,December,7,9,24,Friday",90820
r-al900,1544171958000,"341,2018,December,7,9,39,Friday",90826
r-al900,1544172858000,"341,2018,December,7,9,54,Friday",90866
r-al900,1544173758000,"341,2018,December,7,10,9,Friday",90869
r-al900,1544174658000,"341,2018,December,7,10,24,Friday",90842
r-al900,1544175558000,"341,2018,December,7,10,39,Friday",90888
r-al900,1544176458000,"341,2018,December,7,10,54,Friday",90884
r-al900,1544177358000,"341,2018,December,7,11,9,Friday",90962
r-al900,1544178258000,"341,2018,December,7,11,24,Friday",91084
r-al900,1544179158000,"341,2018,December,7,11,39,Friday",91257
r-al900,1544180058000,"341,2018,December,7,11,54,Friday",91360
r-al900,1544180958000,"341,2018,December,7,12,9,Friday",91567
r-al900,1544181858000,"341,2018,December,7,12,24,Friday",91843
r-al900,1544182758000,"341,2018,December,7,12,39,Friday",91996
